Gene	SG1	SG2	SG3
AT3G12030	29.42583732	45.215311	25.35885167
AT3G12050	30.18672199	40.56016598	29.25311203
AT3G12080	15.85365854	29.87804878	54.26829268
AT3G12090	28.68686869	29.29292929	42.02020202
AT3G12100	34.4	24.8	40.8
AT3G12120	33.58617783	49.41705296	16.99676921
AT3G12130	27.5974026	41.88311688	30.51948052
AT3G12140	41.78832117	34.12408759	24.08759124
AT3G12145	12.21374046	14.1221374	73.66412214
AT3G12150	21.42857143	60.71428571	17.85714286
AT3G12200	33.63636364	41.51515152	24.84848485
AT3G12250	33.7962963	27.31481481	38.88888889
AT3G12260	25.49019608	39.21568627	35.29411765
AT3G12270	48.18181818	27.27272727	24.54545455
AT3G12280	34.02061856	28.86597938	37.11340206
AT3G12290	41.52684564	26.09060403	32.38255034
AT3G12300	27.47474747	45.25252525	27.27272727
AT3G12320	36.36709825	35.33891851	28.29398324
AT3G12340	46.37681159	36.23188406	17.39130435
AT3G12345	21.74056916	37.62409001	40.63534083
AT3G12350	19.65317919	34.29672447	46.05009634
AT3G12360	40.27149321	34.61538462	25.11312217
AT3G12370	26.06232295	34.56090652	39.37677054
AT3G12390	23.55769231	27.88461538	48.55769231
AT3G12400	36.47932131	37.64581124	25.87486744
AT3G12480	34.93150685	39.89726027	25.17123288
AT3G12490	16.59939455	40.91826438	42.48234107
AT3G12550	44.82758621	33.62068966	21.55172414
AT3G12560	38.80597015	25.15991471	36.03411514
AT3G12570	33.11057108	35.60145808	31.28797084
AT3G12580	33.53062825	27.38358411	39.08578763
AT3G12590	25.64102564	44.44444444	29.91452991
AT3G12600	18.83408072	30.71748879	50.44843049
AT3G12610	31.7348378	33.14527504	35.11988717
AT3G12620	43.79084967	20.91503268	35.29411765
AT3G12630	33.38564143	29.23695567	37.3774029
AT3G12640	40.1384083	28.02768166	31.83391003
AT3G12650	23.81615599	47.77158774	28.41225627
AT3G12670	34.14634146	43.08943089	22.76422764
AT3G12685	40.49079755	38.65030675	20.85889571
AT3G12710	34.07482305	15.06572295	50.85945399
AT3G12730	26.48083624	39.19860627	34.32055749
AT3G12740	29.29399368	34.77344573	35.93256059
AT3G12760	25.70422535	50.35211268	23.94366197
AT3G12780	32.32217573	41.21338912	26.46443515
AT3G12800	28.46153846	40.92307692	30.61538462
AT3G12810	29.29292929	28.95622896	41.75084175
AT3G12920	37.2859025	27.9314888	34.7826087
AT3G12930	38.95348837	42.05426357	18.99224806
AT3G12940	18.71345029	23.97660819	57.30994152
AT3G12950	24.46958982	31.5417256	43.98868458
AT3G12980	40.68441065	28.8973384	30.41825095
AT3G13000	26.13636364	39.77272727	34.09090909
AT3G13040	30.46737213	19.48853616	50.04409171
AT3G13060	21.21807466	56.67976424	22.1021611
AT3G13062	43.26340326	15.15151515	41.58508159
AT3G13065	19.19770774	15.18624642	65.61604585
AT3G13070	27.05167173	34.34650456	38.60182371
AT3G13080	40.66666667	26.44444444	32.88888889
AT3G13110	39.59417274	15.40062435	45.00520291
AT3G13120	40.31572556	30.29751063	29.38676381
AT3G13150	76.07361963	12.88343558	11.04294479
AT3G13160	21.17263844	47.55700326	31.27035831
AT3G13180	37.31343284	14.92537313	47.76119403
AT3G13190	44.95114007	35.99348534	19.05537459
AT3G13200	44.59872258	31.29686198	24.10441544
AT3G13210	69.18103448	25.86206897	4.956896552
AT3G13222	32.46753247	38.18181818	29.35064935
AT3G13224	26.65474061	44.00715564	29.33810376
AT3G13225	33.62690152	30.26421137	36.10888711
AT3G13230	21.4384509	52.55878285	26.00276625
AT3G13235	25.35714286	31.78571429	42.85714286
AT3G13300	32.44444444	30.88888889	36.66666667
AT3G13310	43.04396216	17.94657763	39.00946021
AT3G13320	29.78723404	23.40425532	46.80851064
AT3G13330	26.21359223	46.60194175	27.18446602
AT3G13340	24.58410351	42.26740604	33.14849045
AT3G13350	36.02150538	50	13.97849462
AT3G13360	25.71801567	31.33159269	42.95039164
AT3G13380	39.55555556	21.77777778	38.66666667
AT3G13390	41.91176471	36.76470588	21.32352941
AT3G13410	45.50898204	17.06586826	37.4251497
AT3G13445	23.61863489	65.98049837	10.40086674
AT3G13460	37.87769784	27.12230216	35
AT3G13470	7.570977918	67.35015773	25.07886435
AT3G13480	42.83559578	33.93665158	23.22775264
AT3G13490	34.7826087	46.82274247	18.39464883
AT3G13520	29.72395204	39.01849614	31.25755182
AT3G13530	25.71428571	40	34.28571429
AT3G13550	29.3460925	31.738437	38.91547049
AT3G13560	31.01604278	32.0855615	36.89839572
AT3G13570	27.00119474	42.65232975	30.34647551
AT3G13580	8.783783784	83.78378378	7.432432432
AT3G13620	42.51968504	15.7480315	41.73228346
AT3G13670	35.50724638	31.70289855	32.78985507
AT3G13672	31.94444444	47.22222222	20.83333333
AT3G13674	27.65957447	35.46099291	36.87943262
AT3G13677	23.68421053	17.83625731	58.47953216
AT3G13690	29.35606061	50.56818182	20.07575758
AT3G13700	28.36879433	35.46099291	36.17021277
AT3G13740	23.18471338	27.6433121	49.17197452
AT3G13750	21.42718447	37.46601942	41.10679612
AT3G13772	32.78061224	30.22959184	36.98979592
AT3G13810	11.00917431	51.37614679	37.6146789
AT3G13845	43.1496063	27.4015748	29.4488189
AT3G13860	36.79245283	29.24528302	33.96226415
AT3G13870	32.30088496	32.30088496	35.39823009
AT3G13882	18.359375	49.21875	32.421875
AT3G13910	21.34328358	35.37313433	43.28358209
AT3G13980	35.52447552	12.16783217	52.30769231
AT3G13990	29.32692308	34.61538462	36.05769231
AT3G14010	30.94629156	37.8516624	31.20204604
AT3G14020	43.94463668	35.29411765	20.76124567
AT3G14060	38.63742417	15.8189454	45.54363042
AT3G14067	33.52835284	21.78217822	44.68946895
AT3G14075	38.15261044	31.72690763	30.12048193
AT3G14080	38.7755102	28.16326531	33.06122449
AT3G14090	49.48096886	20.76124567	29.75778547
AT3G14100	22.15189873	25.63291139	52.21518987
AT3G14110	52.39179954	25.85421412	21.75398633
AT3G14120	44.44444444	26.66666667	28.88888889
AT3G14180	20.20725389	52.33160622	27.4611399
AT3G14200	16.17021277	62.55319149	21.27659574
AT3G14205	30.03095975	45.20123839	24.76780186
AT3G14230	8.673469388	42.72959184	48.59693878
AT3G14240	25.53191489	38.4751773	35.9929078
AT3G14270	28.15249267	40.46920821	31.37829912
AT3G14280	21.5796897	67.98307475	10.43723554
AT3G14290	62.42707118	13.65227538	23.92065344
AT3G14310	26.77966102	16.94915254	56.27118644
AT3G14350	25.88832487	30.96446701	43.14720812
AT3G14395	23.58855375	30.51044084	45.90100541
AT3G14400	37.30994152	36.60818713	26.08187135
AT3G14410	29.56521739	33.91304348	36.52173913
AT3G14420	22.5733846	39.84807278	37.57854262
AT3G14430	30.8310992	39.58891868	29.57998213
AT3G14440	38.7804878	18.7804878	42.43902439
AT3G14560	42.12473573	41.17336152	16.70190275
AT3G14580	32.60869565	47.82608696	19.56521739
AT3G14590	31	32.5	36.5
AT3G14720	22.7886057	31.03448276	46.17691154
AT3G14740	27.69230769	40	32.30769231
AT3G14750	46.73366834	31.40703518	21.85929648
AT3G14770	24.12109375	53.515625	22.36328125
AT3G14790	64.01869159	6.074766355	29.90654206
AT3G14810	27.78247394	31.4454776	40.77204846
AT3G14830	28.35968379	40.71146245	30.92885375
AT3G14860	35.53875236	31.56899811	32.89224953
AT3G14870	32.67326733	53.46534653	13.86138614
AT3G14900	51.45631068	24.27184466	24.27184466
AT3G14910	22.97650131	49.8694517	27.154047
AT3G14920	62.73458445	4.557640751	32.7077748
AT3G14930	35.79373104	45.29828109	18.90798787
AT3G14960	33.85826772	25.19685039	40.94488189
AT3G14980	22.49322493	25.47425474	52.03252033
AT3G14990	39.72739362	21.97473404	38.29787234
AT3G15000	19.67592593	56.17283951	24.15123457
AT3G15030	8.695652174	61.14130435	30.16304348
AT3G15040	18.12080537	45.63758389	36.24161074
AT3G15070	23.4939759	39.75903614	36.74698795
AT3G15090	37.25490196	48.03921569	14.70588235
AT3G15095	39.51965066	24.78165939	35.69868996
AT3G15110	37.38019169	33.54632588	29.07348243
AT3G15120	12.32876712	53.42465753	34.24657534
AT3G15160	28.26086957	38.58695652	33.15217391
AT3G15180	24.2280285	53.9192399	21.85273159
AT3G15210	28.67867868	36.80823681	34.51308451
AT3G15220	50.2994012	28.74251497	20.95808383
AT3G15260	28.06122449	55.6122449	16.32653061
AT3G15290	24.93281577	45.29710361	29.77008062
AT3G15300	31.17283951	48.14814815	20.67901235
AT3G15340	36.76470588	34.70588235	28.52941176
AT3G15350	54.13260672	15.89464124	29.97275204
AT3G15354	42.1454219	27.6929982	30.16157989
AT3G15355	27.02702703	25.67567568	47.2972973
AT3G15360	35.87105624	31.7558299	32.37311385
AT3G15380	28.87323944	44.36619718	26.76056338
AT3G15390	20	39.25925926	40.74074074
AT3G15410	39.88439306	35.83815029	24.27745665
AT3G15420	25.92592593	18.85521886	55.21885522
AT3G15430	38.70558376	15.35532995	45.93908629
AT3G15450	51.29144852	14.38917976	34.31937173
AT3G15470	20.08196721	39.75409836	40.16393443
AT3G15480	8.741258741	65.73426573	25.52447552
AT3G15500	36.1318408	41.04477612	22.82338308
AT3G15510	30.10752688	30.10752688	39.78494624
AT3G15520	34.36426117	33.67697595	31.95876289
AT3G15530	35.21341463	18.90243902	45.88414634
AT3G15534	33.44923505	48.40055633	18.15020862
AT3G15540	61.46788991	21.10091743	17.43119266
AT3G15580	44.07665505	22.12543554	33.79790941
AT3G15590	24.50331126	34.43708609	41.05960265
AT3G15610	40.09111617	26.19589977	33.71298405
AT3G15620	43.47826087	36.95652174	19.56521739
AT3G15640	33.0952381	34.28571429	32.61904762
AT3G15660	31.58995816	25.31380753	43.09623431
AT3G15680	29.20353982	38.9380531	31.85840708
AT3G15690	34.16666667	29.88095238	35.95238095
AT3G15710	28.80116959	33.33333333	37.86549708
AT3G15730	24.96815287	32.05944798	42.97239915
AT3G15760	29.94420335	30.00619963	40.04959702
AT3G15770	27.62201454	16.87435099	55.50363448
AT3G15790	36.66954271	31.49266609	31.8377912
AT3G15810	32.09019948	40.6764961	27.23330442
AT3G15820	24.67866324	26.22107969	49.10025707
AT3G15840	36.07038123	39.88269795	24.04692082
AT3G15880	27.90697674	43.8538206	28.23920266
AT3G15890	25	34.09090909	40.90909091
AT3G15900	46.03174603	31.33195307	22.6363009
AT3G15920	28.17869416	31.95876289	39.86254296
AT3G15940	69.28571429	10.71428571	20
AT3G15950	49.2248062	40.69767442	10.07751938
AT3G15970	32.08828523	43.97283531	23.93887946
AT3G15980	32.16374269	36.25730994	31.57894737
AT3G16000	20.32742156	42.83765348	36.83492497
AT3G16010	32.8125	33.59375	33.59375
AT3G16050	27.39361702	28.72340426	43.88297872
AT3G16060	7.860262009	36.68122271	55.45851528
AT3G16090	26.20320856	40.10695187	33.68983957
AT3G16110	34.74576271	27.96610169	37.28813559
AT3G16120	64.24802111	19.65699208	16.09498681
AT3G16140	25.2178008	41.49988227	33.28231693
AT3G16150	45.23809524	14.28571429	40.47619048
AT3G16170	33.33333333	35.11904762	31.54761905
AT3G16175	35.53719008	19.83471074	44.62809917
AT3G16180	25.3164557	36.07594937	38.60759494
AT3G16190	27.0313757	53.66049879	19.3081255
AT3G16200	40.87301587	28.17460317	30.95238095
AT3G16230	20.33426184	25.62674095	54.03899721
AT3G16240	25.17600245	56.35139272	18.47260484
AT3G16250	16.94915254	33.05084746	50
AT3G16260	44.82758621	31.97492163	23.19749216
AT3G16270	42.60204082	35.71428571	21.68367347
AT3G16280	28.80434783	52.7173913	18.47826087
AT3G16290	37.97909408	28.22299652	33.79790941
AT3G16310	45.31835206	20.2247191	34.45692884
AT3G16350	26.07758621	37.5	36.42241379
AT3G16370	31.30593783	39.54383601	29.15022616
AT3G16480	30.44982699	40.1384083	29.41176471
AT3G16500	33.33333333	39.24162257	27.42504409
AT3G16510	32.4278438	44.48217317	23.08998302
AT3G16560	37.74509804	46.07843137	16.17647059
AT3G16570	38.35616438	21.80365297	39.84018265
AT3G16620	33.91608392	31.11888112	34.96503497
AT3G16630	37.83783784	23.1981982	38.96396396
AT3G16660	56.89364097	15.53179516	27.57456387
AT3G16690	36.23481781	22.67206478	41.09311741
AT3G16700	43.50649351	20.12987013	36.36363636
AT3G16720	23.06558585	27.11864407	49.81577008
AT3G16760	21.21212121	37.75252525	41.03535354
AT3G16770	28.72444012	58.2278481	13.04771178
AT3G16780	34.21052632	24.56140351	41.22807018
AT3G16785	31.13207547	31.13207547	37.73584906
AT3G16800	12.71367521	47.32905983	39.95726496
AT3G16810	46.11111111	19.44444444	34.44444444
AT3G16830	42.11469534	28.67383513	29.21146953
AT3G16840	26.73796791	24.59893048	48.6631016
AT3G16850	19.32132964	59.00277008	21.67590028
AT3G16857	27.05078125	38.0859375	34.86328125
AT3G16870	38.54166667	34.72222222	26.73611111
AT3G16910	21.78932179	40.76479076	37.44588745
AT3G16940	32.2265625	23.4375	44.3359375
AT3G16950	27.41463415	27.12195122	45.46341463
AT3G16990	14.21446384	28.17955112	57.60598504
AT3G17000	21.26436782	35.48850575	43.24712644
AT3G17020	27.49827705	58.06340455	14.4383184
AT3G17040	24.60770328	39.01569187	36.37660485
AT3G17070	4.885057471	38.2183908	56.89655172
AT3G17090	35.94976452	36.42072214	27.62951334
AT3G17100	31.00840336	23.78151261	45.21008403
AT3G17120	22.85714286	50.71428571	26.42857143
AT3G17170	18.1556196	34.58213256	47.26224784
AT3G17205	26.12244898	41.2244898	32.65306122
AT3G17210	15	37.60869565	47.39130435
AT3G17240	40.23972603	27.73972603	32.02054795
AT3G17300	23.2	46.4	30.4
AT3G17310	12.29508197	51.63934426	36.06557377
AT3G17330	31.39784946	41.72043011	26.88172043
AT3G17390	34.61041756	31.85535945	33.53422299
AT3G17420	27.55102041	45.91836735	26.53061224
AT3G17440	23.90924956	46.59685864	29.4938918
AT3G17450	29.32692308	39.42307692	31.25
AT3G17470	34.47293447	26.35327635	39.17378917
AT3G17510	36.9261477	21.35728543	41.71656687
AT3G17609	37.46965201	33.47720529	29.0531427
AT3G17611	23.96166134	39.61661342	36.42172524
AT3G17668	33.203125	32.03125	34.765625
AT3G17670	44.44444444	28.28282828	27.27272727
AT3G17740	22.98850575	40.8045977	36.20689655
AT3G17770	17.24137931	26.95924765	55.79937304
AT3G17780	21.48760331	27.27272727	51.23966942
AT3G17790	40.77253219	17.59656652	41.63090129
AT3G17830	26.2345679	10.18518519	63.58024691
AT3G17840	41.58878505	32.24299065	26.1682243
AT3G17850	31.52941176	40.70588235	27.76470588
AT3G17860	29.83425414	41.43646409	28.72928177
AT3G17880	22.47191011	15.73033708	61.79775281
AT3G17900	26.92307692	43.26923077	29.80769231
AT3G17910	31.63265306	27.55102041	40.81632653
AT3G17920	20.15384615	10.92307692	68.92307692
AT3G17930	24.76387249	40.52538371	34.7107438
AT3G17940	35.03787879	22.6010101	42.36111111
AT3G17950	32.08955224	20.89552239	47.01492537
AT3G17970	34.70873786	37.62135922	27.66990291
AT3G18000	34.69945355	47.54098361	17.75956284
AT3G18030	30.3030303	39.39393939	30.3030303
AT3G18035	24.87468672	69.73684211	5.388471178
AT3G18040	50.61728395	39.50617284	9.87654321
AT3G18050	32.34200743	22.67657993	44.98141264
AT3G18060	28.11980033	31.11480865	40.76539101
AT3G18070	38.88888889	18.05555556	43.05555556
AT3G18100	33.33333333	42.79835391	23.86831276
AT3G18140	40.42553191	39.57446809	20
AT3G18160	36.67664671	33.38323353	29.94011976
AT3G18165	29.30153322	36.79727428	33.9011925
AT3G18190	37.71564545	29.38726948	32.89708507
AT3G18210	22.64150943	46.22641509	31.13207547
AT3G18215	34.34856176	11.84433164	53.8071066
AT3G18230	21.82410423	43.97394137	34.2019544
AT3G18240	16.22418879	43.65781711	40.1179941
AT3G18270	27.23214286	41.96428571	30.80357143
AT3G18280	31.65644172	40.30674847	28.03680982
AT3G18290	22.02072539	47.15025907	30.82901554
AT3G18295	32.74336283	34.95575221	32.30088496
AT3G18310	32.31441048	42.79475983	24.89082969
AT3G18350	49.36708861	27.21518987	23.41772152
AT3G18370	30.99547511	30.99547511	38.00904977
AT3G18380	30	40.76923077	29.23076923
AT3G18390	28.13238771	32.86052009	39.0070922
AT3G18410	35.25641026	35.25641026	29.48717949
AT3G18420	32.57142857	40.57142857	26.85714286
AT3G18430	30.78651685	24.94382022	44.26966292
AT3G18440	41.52542373	30.50847458	27.96610169
AT3G18480	41.46341463	31.2195122	27.31707317
AT3G18490	44.40546529	12.81388479	42.78064993
AT3G18500	41.55405405	23.31081081	35.13513514
AT3G18520	37.01067616	35.58718861	27.40213523
AT3G18580	22.72727273	53.03030303	24.24242424
AT3G18600	33.33333333	30.4526749	36.21399177
AT3G18610	30.80168776	29.95780591	39.24050633
AT3G18620	30.65693431	29.19708029	40.1459854
AT3G18680	28.00925926	53.00925926	18.98148148
AT3G18690	41.75824176	27.69230769	30.54945055
AT3G18710	56.01503759	15.03759398	28.94736842
AT3G18740	19.5720885	26.98760029	53.44031121
AT3G18750	24.76190476	50.47619048	24.76190476
AT3G18760	32.3943662	43.09859155	24.50704225
AT3G18770	39.94778068	29.24281984	30.80939948
AT3G18780	37.05156951	15.90807175	47.04035874
AT3G18790	30.84677419	36.69354839	32.45967742
AT3G18800	17.5	53.88888889	28.61111111
AT3G18860	29.67032967	40.65934066	29.67032967
AT3G18890	19.75199291	46.50132861	33.74667848
AT3G18940	32.25806452	20.43010753	47.31182796
AT3G18950	12.5	57.63888889	29.86111111
AT3G18990	23.17380353	33.24937028	43.5768262
AT3G19080	21.45922747	45.92274678	32.61802575
AT3G19100	25.90266876	23.23390895	50.86342229
AT3G19120	43.41085271	27.90697674	28.68217054
AT3G19130	31.02766798	27.86561265	41.10671937
AT3G19170	34.71428571	27.71428571	37.57142857
AT3G19180	30.97826087	36.41304348	32.60869565
AT3G19190	36.08247423	28.86597938	35.05154639
AT3G19200	56.02836879	25.53191489	18.43971631
AT3G19220	24.60732984	48.42931937	26.96335079
AT3G19240	36.72922252	26.00536193	37.26541555
AT3G19260	36.15819209	18.6440678	45.19774011
AT3G19270	18.43687375	40.68136273	40.88176353
AT3G19290	17.26844584	32.70538985	50.02616431
AT3G19300	39.28571429	14.28571429	46.42857143
AT3G19340	26.07843137	43.52941176	30.39215686
AT3G19360	29.16666667	39.58333333	31.25
AT3G19370	32.49097473	14.80144404	52.70758123
AT3G19380	25.32299742	30.23255814	44.44444444
AT3G19400	27.8551532	25.62674095	46.51810585
AT3G19420	16.76706827	54.91967871	28.31325301
AT3G19440	25	25	50
AT3G19450	16.90140845	61.97183099	21.12676056
AT3G19460	28.5326087	38.85869565	32.60869565
AT3G19480	50.96774194	18.70967742	30.32258065
AT3G19490	26.60550459	19.26605505	54.12844037
AT3G19510	39.78494624	32.97491039	27.24014337
AT3G19540	37.4005305	37.4005305	25.19893899
AT3G19553	47.54316069	26.02921647	26.42762284
AT3G19580	43.40478153	33.47073372	23.12448475
AT3G19590	24.36708861	52.21518987	23.41772152
AT3G19630	25.55066079	48.01762115	26.43171806
AT3G19640	36.70634921	18.25396825	45.03968254
AT3G19650	22.19387755	35.96938776	41.83673469
AT3G19660	23.88059701	37.91044776	38.20895522
AT3G19680	21.68431669	28.99646999	49.31921331
AT3G19720	48.54368932	19.90291262	31.55339806
AT3G19740	34.5177665	24.87309645	40.60913706
AT3G19760	32.46753247	31.70995671	35.82251082
AT3G19770	38.66171004	26.76579926	34.57249071
AT3G19780	26.87747036	24.50592885	48.61660079
AT3G19790	25.82123759	40.41252865	33.76623377
AT3G19800	40.78135709	9.115832762	50.10281014
AT3G19820	22.27086982	25.14594279	52.58318739
AT3G19830	26.08695652	36.36363636	37.54940711
AT3G19840	40.59405941	32.67326733	26.73267327
AT3G19850	37.67228178	16.53905054	45.78866769
AT3G19860	42.68104777	27.11864407	30.20030817
AT3G19870	24.05063291	36.70886076	39.24050633
AT3G19895	32.54237288	37.28813559	30.16949153
AT3G19900	38.88888889	26.98412698	34.12698413
AT3G19910	45.64102564	27.17948718	27.17948718
AT3G19930	39.11764706	43.97058824	16.91176471
AT3G19950	32.70676692	40.22556391	27.06766917
AT3G19960	11.64658635	57.42971888	30.92369478
AT3G19970	34.33476395	30.472103	35.19313305
AT3G19980	35.97359736	26.40264026	37.62376238
AT3G19990	13.32149201	48.6678508	38.01065719
AT3G20000	37.25490196	27.84313725	34.90196078
AT3G20010	6.796116505	40.77669903	52.42718447
AT3G20015	17.40740741	15.55555556	67.03703704
AT3G20020	28.40909091	36.36363636	35.22727273
AT3G20050	40.7651715	28.10026385	31.13456464
AT3G20060	30.02894356	35.09406657	34.87698987
AT3G20070	59.35251799	14.38848921	26.25899281
AT3G20130	43.73177843	25.0728863	31.19533528
AT3G20170	39.09774436	27.81954887	33.08270677
AT3G20230	25.28409091	22.44318182	52.27272727
AT3G20240	31.81818182	22.15909091	46.02272727
AT3G20250	26.1707989	42.60789715	31.22130395
AT3G20290	29.90936556	42.29607251	27.79456193
AT3G20300	25.8225324	43.36989033	30.80757727
AT3G20310	26.36239782	37.1253406	36.51226158
AT3G20320	39.34010152	36.04060914	24.61928934
AT3G20330	18.33333333	20.71428571	60.95238095
AT3G20390	47.67206478	17.40890688	34.91902834
AT3G20410	54.20560748	24.06542056	21.72897196
AT3G20470	15.58068872	72.58609048	11.8332208
AT3G20480	9.608540925	77.22419929	13.16725979
AT3G20500	10.16129032	67.41935484	22.41935484
AT3G20510	47.61904762	14.65201465	37.72893773
AT3G20540	31.39931741	40.61433447	27.98634812
AT3G20550	23.01587302	22.22222222	54.76190476
AT3G20560	10.44776119	69.40298507	20.14925373
AT3G20570	31.57894737	36.06811146	32.35294118
AT3G20630	18.4079602	46.26865672	35.32338308
AT3G20640	43.16546763	26.61870504	30.21582734
AT3G20650	36.30136986	14.15525114	49.543379
AT3G20660	48.73417722	26.58227848	24.6835443
AT3G20670	46.41909814	27.05570292	26.52519894
AT3G20680	38.63247863	23.07692308	38.29059829
AT3G20720	49.26470588	30.14705882	20.58823529
AT3G20780	20.52980132	13.24503311	66.22516556
AT3G20790	19.2	37.6	43.2
AT3G20800	8.26446281	23.55371901	68.18181818
AT3G20820	24.52323395	47.46172442	28.01504163
AT3G20870	29.52380952	48.57142857	21.9047619
AT3G20890	27.5659824	41.64222874	30.79178886
AT3G20910	50.43103448	27.15517241	22.4137931
AT3G20920	35.61643836	35.61643836	28.76712329
AT3G20940	42.37288136	32.20338983	25.42372881
AT3G20970	28.67132867	50.6993007	20.62937063
AT3G21055	11.80285833	39.48489762	48.71224405
AT3G21070	32.28070175	25.61403509	42.10526316
AT3G21090	45.45454545	27.84090909	26.70454545
AT3G21100	46.22641509	33.01886792	20.75471698
AT3G21110	34.11764706	27.05882353	38.82352941
AT3G21140	24.35897436	32.69230769	42.94871795
AT3G21150	40.19458802	28.54971116	31.25570082
AT3G21160	41.7721519	13.92405063	44.30379747
AT3G21175	17.37288136	53.38983051	29.23728814
AT3G21190	27	40	33
AT3G21200	31.08348135	41.74067496	27.17584369
AT3G21215	20.14925373	27.6119403	52.23880597
AT3G21220	45.3125	30.02232143	24.66517857
AT3G21240	4.38247012	16.33466135	79.28286853
AT3G21260	37.59259259	38.33333333	24.07407407
AT3G21270	29.48016416	41.72366621	28.79616963
AT3G21290	29.45454545	33.45454545	37.09090909
AT3G21295	30.63583815	32.3699422	36.99421965
AT3G21320	62.56781193	21.69981917	15.7323689
AT3G21330	25.11627907	47.90697674	26.97674419
AT3G21350	46.65271967	26.56903766	26.77824268
AT3G21360	26.01626016	21.13821138	52.84552846
AT3G21390	28.88888889	32	39.11111111
AT3G21400	24.61538462	38.46153846	36.92307692
AT3G21420	23.30097087	41.26213592	35.4368932
AT3G21430	34.48275862	27.01149425	38.50574713
AT3G21465	20.3125	48.4375	31.25
AT3G21510	5.776515152	53.125	41.09848485
AT3G21540	26.37362637	40.65934066	32.96703297
AT3G21560	5.169712794	92.21932115	2.610966057
AT3G21580	42.44604317	26.61870504	30.9352518
AT3G21610	40.11299435	20.9039548	38.98305085
AT3G21630	45.90163934	15.08196721	39.01639344
AT3G21640	30.08130081	28.45528455	41.46341463
AT3G21650	18.52551985	51.79584121	29.67863894
AT3G21670	19.32872655	25.74531096	54.92596249
AT3G21700	18.03278689	34.42622951	47.54098361
AT3G21710	28.67924528	31.69811321	39.62264151
AT3G21720	6.537102473	48.40989399	45.05300353
AT3G21740	14.56953642	10.59602649	74.83443709
AT3G21750	37.71755893	33.85106852	28.43137255
AT3G21780	35.20249221	15.26479751	49.53271028
AT3G21790	59.69162996	4.845814978	35.46255507
AT3G21810	44.22604423	19.41031941	36.36363636
AT3G21865	25.72658773	27.55651238	46.71689989
AT3G21870	55.79746835	22.98734177	21.21518987
AT3G21890	25.59366755	34.75310969	39.65322277
AT3G22104	51.19266055	23.48623853	25.32110092
AT3G22110	20.17204301	25.89247312	53.93548387
AT3G22150	36.25	41.25	22.5
AT3G22170	29.74559687	31.3111546	38.94324853
AT3G22180	39.13043478	30.43478261	30.43478261
AT3G22190	37.68115942	30.9178744	31.40096618
AT3G22200	23.0941704	40.58295964	36.32286996
AT3G22210	39.78127136	36.15857826	24.06015038
AT3G22220	33.7972167	32.80318091	33.39960239
AT3G22260	35.56485356	40.58577406	23.84937238
AT3G22270	32.03463203	38.23953824	29.72582973
AT3G22290	39.3442623	27.54098361	33.1147541
AT3G22300	32.08955224	34.70149254	33.20895522
AT3G22310	28.65168539	40.4494382	30.8988764
AT3G22370	19.10170367	41.92049561	38.97780072
AT3G22380	31.00679432	39.03644225	29.95676343
AT3G22420	32.92273236	27.99552072	39.08174692
AT3G22425	37.24489796	24.48979592	38.26530612
AT3G22430	28.46153846	26.92307692	44.61538462
AT3G22440	17.83723523	51.79487179	30.36789298
AT3G22480	40.51593323	43.323217	16.16084977
AT3G22520	33.03167421	19.13380737	47.83451842
AT3G22530	41.46868251	22.46220302	36.06911447
AT3G22550	30.18018018	14.18918919	55.63063063
AT3G22590	34.40514469	35.04823151	30.54662379
AT3G22600	26.36579572	40.85510689	32.77909739
AT3G22620	13.13131313	28.95622896	57.91245791
AT3G22630	34.97536946	28.57142857	36.45320197
AT3G22660	36.47058824	33.82352941	29.70588235
AT3G22680	12.64367816	32.18390805	55.17241379
AT3G22780	23.97660819	69.59064327	6.432748538
AT3G22810	33.72093023	31.39534884	34.88372093
AT3G22840	6.335109532	7.021906454	86.64298401
AT3G22845	37.80737705	32.27459016	29.91803279
AT3G22850	56.85279188	28.42639594	14.72081218
AT3G22890	51.83394465	17.53917973	30.62687563
AT3G22950	29.13165266	28.85154062	42.01680672
AT3G22960	52.63474857	19.18096959	28.18428184
AT3G22970	28.14070352	39.75432719	32.10496929
AT3G22980	29.76190476	35.31746032	34.92063492
AT3G22990	32.11678832	45.98540146	21.89781022
AT3G23000	28.20343461	46.26155878	25.53500661
AT3G23030	23.5354398	38.1383433	38.32621691
AT3G23050	17.13450292	26.02339181	56.84210526
AT3G23090	4.580152672	51.65394402	43.76590331
AT3G23100	8.333333333	22.34848485	69.31818182
AT3G23150	35.0148368	32.93768546	32.04747774
AT3G23160	43.00699301	34.96503497	22.02797203
AT3G23170	37.09751822	30.12270505	32.77977673
AT3G23200	37.77777778	31.11111111	31.11111111
AT3G23210	32.93413174	41.31736527	25.74850299
AT3G23255	49.65517241	34.48275862	15.86206897
AT3G23280	24.35740514	33.65973072	41.98286414
AT3G23300	38.63013699	32.87671233	28.49315068
AT3G23310	42.02898551	25.60386473	32.36714976
AT3G23340	33.50383632	32.48081841	34.01534527
AT3G23390	36.87943262	24.11347518	39.0070922
AT3G23400	33.68200837	15.69037657	50.62761506
AT3G23410	26.64233577	54.07542579	19.28223844
AT3G23430	11	61	28
AT3G23440	11.16412214	72.61450382	16.22137405
